average_gas_to_oil_ratio,basin_ag_flaring_co2_emissions,basin_ag_venting_co2_emissions,facility_id,facility_name,flaring_ch4_emissions,flaring_n2o_emissions,industry_segment,natural_gas_vented_or_flared,number_of_wells_flaring,number_of_wells_venting,reporting_year,sub_basin_identifier,table_desc,table_num,venting_ch4_emissions,volume_of_gas_sent_to_sales,volume_of_oil_produced,wells_two_year_delay
250.0000000000,,0.1679637000,1010291,"Miller Energy Company II, LLC",,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,3.0000000000,2015,"305 - OGEMAW, MI (129) - Oil",Associated Gas Venting and Flaring,Table M.1,6.2520414000,0E-10,2219.0000000000,No
3303.5247116000,98.4580078000,,1014887,Greenlake Energy Operating - Permian Production,0.3622262000,0.0001576000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,6.0000000000,,2023,"430 - LOVING, TX (301) - Oil",Associated Gas Venting and Flaring,Table M.1,,1206711623.6907000000,385884.6318910000,No
913.5978584000,18078.9358912000,,1010190,"Williston Basin (Petro-Hunt, LLC)",39.6984879000,0.0243609000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,10.0000000000,,2023,"395 - DAWSON, MT (21) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,215909.0000000000,No
0E-10,,0E-10,1008639,Citation Oil & Gas Corp. 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,0E-10,2021,"430 - GLASSCOCK, TX (173) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
65445.0532320000,,1.2709816000,1008472,CRI 360 Anadarko,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2019,"360 - ELLIS, OK (45) - Shale gas",Associated Gas Venting and Flaring,Table M.1,23.9572821000,7000.0000000000,19.9293999000,No
5012.7334000000,1968.1000000000,0E-10,1009386,XTO Energy Inc 220 Gulf Coast,3.3800000000,0.0030000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,6.0000000000,0E-10,2023,"220 - MC MULLEN, TX (311) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,203787000.0000000000,59795.6500000000,No
748.2475775000,1247.1750068000,0E-10,1009357,Finley Resources Inc - Uintah Basin (575),5.7092890000,0.0022469000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2017,"575 - UINTAH, UT (47) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,24314.6794551000,No
335.2625007000,,1.0039236000,1011531,"Hawkwood Energy Management, LLC 220 Gulf Coast Basin",,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,7.0000000000,2015,"220 - BRAZOS, TX (41) - Oil",Associated Gas Venting and Flaring,Table M.1,8.9770942000,5017000.0000000000,15987.0000000000,No
566.0000000000,765.9000000000,,1008576,Basin 220 South TX & South LA - OSP,2.4000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,29.0000000000,,2015,"220 - GONZALES, TX (177) - Oil",Associated Gas Venting and Flaring,Table M.1,,213090000.0000000000,508113.0000000000,No
86.0566667000,51.0356721000,0E-10,1011185,Lime Rock Resources V-A Williston Basin 395,0.2332583000,0.0000956000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2017,"395 - SHERIDAN, MT (91) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,17201.0000000000,No
2643.3605000000,7118.2000000000,,1009386,XTO Energy Inc 220 Gulf Coast,26.6800000000,0.0130000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,7.0000000000,,2020,"220 - MC MULLEN, TX (311) - Oil",Associated Gas Venting and Flaring,Table M.1,,1367839999.5000000000,553964.1700000000,No
594.4214000000,1275.5463202000,0E-10,1011652,"Urban 220 Gulf Coast Basin (LA, TX)",5.1758180000,0.0021412000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2017,"220 - IBERVILLE, LA (47) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,27910.6300000000,No
752.3496929000,14452.2283345000,0E-10,1011873,"Lime Rock Resources III-A, Williston Basin",27.7604369000,0.0190374000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,196.0000000000,,2017,"395 - DUNN, ND (25) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,2025729000.0000000000,3263468.3000000000,No
9897.5500000000,24289.5670000000,0E-10,1008700,COTERRA ENERGY - 430 - PERMIAN BASIN,78.9240000000,0.0460000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2018,"430 - LEA, NM (25) - Shale gas",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,37601.0350000000,No
681.4000000000,303.6000000000,,1008290,430 Permian Basin DEC,1.1000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,43.0000000000,,2015,"430 - ANDREWS, TX (3) - Other tight reservoir rock",Associated Gas Venting and Flaring,Table M.1,,0E-10,6312.0000000000,No
1046.7301223000,372.4282789000,,1009106,Slawson Exploration - Williston Basin 395,2.0380862000,0.0005334000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2021,"395 - ROOSEVELT, MT (85) - Oil",Associated Gas Venting and Flaring,Table M.1,,21194000.0000000000,24374.0000000000,No
4909.3000000000,1577.6000000000,,1009707,COG Operating LLC  430 Permian Basin,4.9000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2015,"430 - IRION, TX (235) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,4214.8600000000,No
1067.0000000000,14.3000000000,0E-10,1009039,WPX Energy Permian LLC,0.1000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2018,"430 - WINKLER, TX (495) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,27692700.0000000000,26161.7000000000,No
0E-10,0E-10,0E-10,1006884,"Southwest Royalties, Inc. - 430 Permian Basin",0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2016,"430 - HOCKLEY, TX (219) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,11762.0000000000,No
3053.0340270000,,34.3225804000,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,13.0000000000,2019,"430 - REEVES, TX (389) - Oil",Associated Gas Venting and Flaring,Table M.1,125.3178393000,60811000.0000000000,54927.0000000000,No
1390.0443561000,7752.6979050000,0E-10,1012780,Permian Basin Oil and Gas Production Facilities,26.6879441000,0.0123968000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,46.0000000000,,2018,"430 - REAGAN, TX (383) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,91067.3391128000,No
300.0000000000,,0.0031741000,1010291,"Miller Energy Company II, LLC",,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2021,"305 - TUSCOLA, MI (157) - Oil",Associated Gas Venting and Flaring,Table M.1,0.1182751000,21533.3333333000,106.7600000000,No
9897.5500000000,705.2600000000,0E-10,1008544,Cimarex Energy Co. 430 Permian,1.3850000000,0.0010000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2018,"430 - HOCKLEY, TX (219) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,810.0090000000,No
1155.9000000000,8600.2939000000,,1008219,"EOG Resources, Inc.220 Gulf Coast basin",30.8260000000,0.0140000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,9.0000000000,,2015,"220 - GONZALES, TX (177) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,98233.9000000000,No
805.3101710000,7.3037001000,,1009253,"WPX Energy Williston, LLC - 395 Williston basin",0.0171856000,0.0000104000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2023,"395 - MC LEAN, ND (55) - Oil",Associated Gas Venting and Flaring,Table M.1,,31562000.0000000000,39296.6600000000,No
0E-10,,0E-10,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,2.0000000000,2020,"430 - MARTIN, TX (317) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
10789.0224532000,5277.9900501000,,1011534,BBOG Gulf Coast Basin #220,20.6058016000,0.0094885000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,15.0000000000,,2020,"220 - FRIO, TX (163) - Oil",Associated Gas Venting and Flaring,Table M.1,,112726004.2401974000,9548.2708517000,No
4086.1040000000,3168.8811630000,0E-10,1009707,COG Operating LLC  430 Permian Basin,9.6788321000,0.0054288000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,277.0000000000,,2016,"430 - ECTOR, TX (135) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,10370.0000000000,No
4546.2925558000,3338.7126843000,,1011659,Endeavor Energy Resources LP 430 Permian Basin,14.1921068000,0.0059603000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,52.0000000000,,2021,"430 - GLASSCOCK, TX (173) - Oil",Associated Gas Venting and Flaring,Table M.1,,42299370.5853334000,15923.6540788000,No
50203.3743222000,5967.2057409000,0E-10,1011923,White Rock Oil & Gas LLC - 395 Williston,15.0258295000,0.0086976000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,58.0000000000,,2016,"395 - BILLINGS, ND (7) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,371567800.6557377000,531383.5738525000,No
0E-10,0E-10,,1008569,Citation Oil & Gas Corp. 350 South Oklahoma Folded Belt Province,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,49.0000000000,,2022,"350 - GARVIN, OK (49) - Oil",Associated Gas Venting and Flaring,Table M.1,,724232790.0000000000,81415.6800000000,No
950.0985448000,69066.7268765000,,1009625,"Grayson Mill Operating, LLC",140.6789312000,0.0953699000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,157.0000000000,,2015,"395 - MOUNTRAIL, ND (61) - Oil",Associated Gas Venting and Flaring,Table M.1,,5422812428.7253230000,6413658.2055095000,No
1633.6683631000,8042.9484669000,,1010190,"Williston Basin (Petro-Hunt, LLC)",58.2619605000,0.0115890000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,221.0000000000,,2020,"395 - DIVIDE, ND (23) - Oil",Associated Gas Venting and Flaring,Table M.1,,2034171000.0000000000,1763527.0000000000,No
303.9806220000,8653.2174865000,,1008714,Gulf Coast Facility,29.9257793000,0.0137665000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,115.0000000000,,2023,"220 - GONZALES, TX (177) - Oil",Associated Gas Venting and Flaring,Table M.1,,1258369000.0000000000,2673712.0000000000,No
244.4000000000,11449.9000000000,,1009674,SM Energy (Basin 430) Permian Basin,40.5640000000,0.0187000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,322.0000000000,,2015,"430 - UPTON, TX (461) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,618167.0000000000,No
3100.0000000000,125303.7022716000,,1009707,COG Operating LLC  430 Permian Basin,505.3678018000,0.2322378000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,888.0000000000,,2018,"430 - LEA, NM (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,582735.0142638000,No
299.0973073000,4379.8745250000,0E-10,1008066,"Jordan Development Company, LLC",21.4929505000,0.0089084000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2016,"305 - GLADWIN, MI (51) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,70172.0000000000,No
9641.9145870000,1.1826504000,0E-10,1010222,GULF COAST BASIN,0.0100000000,0.0000025000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2018,"220 - ST JAMES, LA (93) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,2.1354680000,No
2205.8670000000,52488.2500000000,,1011407,Rosetta Resources 430 Permian Basin,219.5200000000,0.1000000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,144.0000000000,,2015,"430 - REEVES, TX (389) - Oil",Associated Gas Venting and Flaring,Table M.1,,4270229480.0000000000,2389192.9450000000,No
16338.9983040000,335.9869042000,0E-10,1010367,Halcon Resources Corporation 220 Gulf Coast Basin,1.6494692000,0.0005916000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2016,"220 - RAPIDES, LA (79) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,288.9406016000,No
1479.7414526000,0E-10,0.5238399000,1006884,"Southwest Royalties, Inc. - 430 Permian Basin",0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,132.0000000000,2016,"430 - WINKLER, TX (495) - Oil",Associated Gas Venting and Flaring,Table M.1,6.3446204000,86514000.0000000000,58790.0000000000,No
1400.3063195000,156316.1655624000,,1013324,"Kraken Oil and Gas III, LLC",245.2324977000,0.2730087000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,73.0000000000,,2019,"395 - MOUNTRAIL, ND (61) - Oil",Associated Gas Venting and Flaring,Table M.1,,1057562000.0000000000,1949626.4600000000,No
1889.3871808000,18108.8366164000,,1010945,"EXCO Resources, Inc. - Gulf Coast Basin #220",75.9419828000,0.0322079000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,32.0000000000,,2020,"220 - FRIO, TX (163) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,482315.8382384000,No
1312.3345278000,7.9219600000,,1013381,Enerplus Resources (USA) Corporation - Denver Basin,0.0627800000,0.0000100000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,9.0000000000,,2022,"540 - WELD, CO (123) - Oil",Associated Gas Venting and Flaring,Table M.1,,371822197.1100000000,267261.0100000000,No
522.3876904000,1519.3463885000,,1008639,Citation Oil & Gas Corp. 430 Permian Basin,1.9715873000,0.0038717000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,70.0000000000,,2023,"430 - ECTOR, TX (135) - Oil",Associated Gas Venting and Flaring,Table M.1,,25499090.0000000000,121648.1000000000,No
2588.5788000000,1172.5851000000,,1012048,Missouri River Resources Williston Basin 395,2.8332000000,0.0021070000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,9.0000000000,,2019,"395 - MC KENZIE, ND (53) - Oil",Associated Gas Venting and Flaring,Table M.1,,649356000.0000000000,255524.0000000000,No
2531.2742498000,4465.0324837000,,1009265,360 Anadarko Basin,18.8821157000,0.0079238000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2023,"360 - MAJOR, OK (93) - Oil",Associated Gas Venting and Flaring,Table M.1,,851190867.8400002000,359546.2128203000,No
935.0000000000,,6.0000000000,1008244,Unit Petroleum 145 Chautauqua Platform Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,2.0000000000,2015,"355 - CLEVELAND, OK (27) - Other tight reservoir rock",Associated Gas Venting and Flaring,Table M.1,45.0000000000,0E-10,2625.0000000000,No
1174000.0000000000,,0E-10,1008066,"Jordan Development Company, LLC",,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2020,"305 - GRAND TRAVERSE, MI (55) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,11740000.0000000000,10.0000000000,No
746.0000000000,0.1000000000,,1010002,Murex Petroleum Corporation - Williston Basin 395,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,33.0000000000,,2022,"395 - BOTTINEAU, ND (9) - Oil",Associated Gas Venting and Flaring,Table M.1,,10070000.0000000000,18029.0000000000,No
3714.8666000000,266947.2000000000,,1009390,XTO Energy Inc 430 Permian,1050.3100000000,0.4960000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,421.0000000000,,2019,"430 - EDDY, NM (15) - Oil",Associated Gas Venting and Flaring,Table M.1,,46283513219.4000000000,13477503.0200000000,No
1444.7326925000,9434.8693460000,0E-10,1008490,Hess Corporation - 395 - Williston Basin,23.7897390000,0.0129936000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,126.0000000000,,2017,"395 - DUNN, ND (25) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,3089825744.9244000000,2400717.4600000000,No
576.4135720000,2585.1503904000,,1008190,West Bay,4.9624062000,0.0032984000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2020,"305 - ISABELLA, MI (73) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,44130.0000000000,No
2734.5400000000,,17.5000000000,1008331,Ovintiv USA Inc - Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,66.0000000000,2019,"430 - MARTIN, TX (317) - Oil",Associated Gas Venting and Flaring,Table M.1,1101.9000000000,0E-10,40040.2941600000,No
376.8293394000,3.0088638000,0E-10,1011923,White Rock Oil & Gas LLC - 395 Williston,0.0076589000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2017,"395 - STARK, ND (89) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,6789467.7159234000,18468.4335779000,No
0E-10,0E-10,,1008639,Citation Oil & Gas Corp. 430 Permian Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,0E-10,,2022,"430 - LUBBOCK, TX (303) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,0E-10,No
1798.0891000000,181560.5870000000,0E-10,1009595,Enerplus Resources (USA) Corporation - Williston Basin,486.5580000000,0.3180000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,59.0000000000,,2017,"395 - MC KENZIE, ND (53) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,5385300999.9999990000,4592664.0000000000,No
5425.0000000000,609930.2000000000,,1009707,COG Operating LLC  430 Permian Basin,2340.5000000000,1.1000000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1126.0000000000,,2015,"430 - EDDY, NM (15) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,1520725.0000000000,No
249101.8239388000,0E-10,69.6080009000,1010367,Halcon Resources Corporation 220 Gulf Coast Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,35.0000000000,2016,"220 - GRIMES, TX (185) - Other tight reservoir rock",Associated Gas Venting and Flaring,Table M.1,402.2919339000,2125235000.0000000000,8634.6100000000,No
1747.4000000000,6201.9000000000,0E-10,1010002,Murex Petroleum Corporation - Williston Basin 395,16.4000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,39.0000000000,0E-10,2015,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,43435.3000000000,No
2.4977812000,0E-10,7.0221000000,1008402,California Resources Production Corporation  San Joaquin Valley Basin 745,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,486.0000000000,2018,"745 - KERN, CA (29) - Oil",Associated Gas Venting and Flaring,Table M.1,32.2328000000,0E-10,1647062.7720000000,No
0E-10,,0E-10,1008639,Citation Oil & Gas Corp. 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2023,"430 - HOWARD, TX (227) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,0E-10,41780.0000000000,0E-10,No
31.8579504000,0.2709584000,,1013216,SEP Permian Basin 430 Production,0.0007106000,4.000E-7,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2020,"430 - FISHER, TX (151) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,98.9881123000,No
14736.1992233000,,11.1558551000,1012724,"LOGOS OPERATING, LLC",,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,3.0000000000,2016,"580 - SAN JUAN, NM (45) - Oil",Associated Gas Venting and Flaring,Table M.1,274.8986822000,0E-10,2573.1600000000,No
4.9624300000,6.8000000000,,1008203,Powder River Basin - AAPG Province 515,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,12.0000000000,,2016,"515 - CONVERSE, WY (9) - Oil",Associated Gas Venting and Flaring,Table M.1,,1105426.3286330000,20651.6100000000,No
6184.5000000000,3738.5000000000,,1008270,Basin 540 Denver Julesburg - Noble Energy Inc.,13.6200000000,0.0060000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1049.0000000000,,2017,"540 - WELD, CO (123) - Oil",Associated Gas Venting and Flaring,Table M.1,,16754591180.8000000000,2717112.7000000000,No
36.3800000000,4.4578962000,,1013845,Mewbourne Oil Company - Permian Basin 430,15.6130996000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,78.0000000000,,2023,"430 - EDDY, NM (15) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,,0E-10,10833.9023498000,No
2351.3000000000,4586.5478300000,,1009197,Whiting Oil and Gas Corporation 395 Williston Basin,48.2612700000,0.0073100000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,49.0000000000,,2019,"395 - BILLINGS, ND (7) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,40303.4230000000,No
0E-10,,0E-10,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,0E-10,2020,"430 - GAINES, TX (165) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
2012.8109685000,,4202.8381804000,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,750.0000000000,2019,"430 - MIDLAND, TX (329) - Oil",Associated Gas Venting and Flaring,Table M.1,15345.3089506000,17487181000.0000000000,17401885.0000000000,No
14799.0600000000,15314.5978589000,,1014727,Capitan Energy 430,66.7171506000,0.0281713000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,64.0000000000,,2022,"430 - CULBERSON, TX (109) - Oil",Associated Gas Venting and Flaring,Table M.1,,24605168000.0000000000,1677811.9600000000,No
20.0000000000,0E-10,0.3901058000,1009813,Breitburn Operating LP 430 Permian,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,5.0000000000,2017,"430 - TERRY, TX (445) - Oil",Associated Gas Venting and Flaring,Table M.1,16.7143480000,0E-10,63935.0000000000,No
4348.0872000000,2838.4531000000,,1009390,XTO Energy Inc 430 Permian,15.0194000000,0.0334000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2018,"430 - REEVES, TX (389) - Oil",Associated Gas Venting and Flaring,Table M.1,,237815206.3000000000,65145.5400000000,No
9296.5000000000,0E-10,3.9057583000,1008540,Dugan Production Corp- San Juan Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,6.0000000000,2018,"580 - SANDOVAL, NM (43) - Oil",Associated Gas Venting and Flaring,Table M.1,53.4628512000,0E-10,887.0000000000,No
195.3105056000,5773.2216386000,,1013354,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",42.1190032000,0.0178238000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,39.0000000000,,2021,"220 - DIMMIT, TX (127) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,738937.4268000000,No
9459.6655000000,24.4825000000,,1009390,XTO Energy Inc 430 Permian,0.1030000000,0.0012000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2017,"430 - PECOS, TX (371) - Oil",Associated Gas Venting and Flaring,Table M.1,,9235200.0000000000,1013.7800000000,No
356.3528375000,,10.7259033000,1011923,White Rock Oil & Gas LLC - 395 Williston,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,15.0000000000,2015,395 - RENVILLE - Oil,Associated Gas Venting and Flaring,Table M.1,92.3133239000,0E-10,26519.6029000000,No
1852.1000000000,3654.9309000000,0E-10,1008980,"EOG Resources, Inc. 395 Williston basin",6.3705000000,0.0048000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2016,"395 - MC KENZIE, ND (53) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,21031.9000000000,No
4957.8760000000,1683.2034440000,,1012129,Callon Permian Basin Operations,6.7435480000,0.0095010000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,130.0000000000,,2023,"430 - MIDLAND, TX (329) - Oil",Associated Gas Venting and Flaring,Table M.1,,1322851.5412238000,7384.4509416000,No
11249.8691444000,1107.9800000000,0E-10,1008642,Basin 430 Production,1.5700000000,0.0012900000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,21.0000000000,,2016,"430 - REAGAN, TX (383) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,129280.0000000000,11890.0000000000,No
1916.2811231000,63665.6301210000,,1010521,Crescent Point Energy Corporation Williston Basin (395) Operations,151.3580976000,0.1106714000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,173.0000000000,,2022,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,,8121877911.4854130000,4583532.8000000000,No
17766.5381031000,0E-10,0.1864565000,1010294,Discovery Natural Resources LLC - 430 Permian Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2018,"430 - IRION, TX (235) - Oil",Associated Gas Venting and Flaring,Table M.1,9.2517046000,0E-10,37.8239135000,No
374.0139155000,103.3700546000,,1013354,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",0.7501294000,0.0003374000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2023,"220 - KARNES, TX (255) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,7304.8479495000,No
203110.0000000000,4.1200000000,0E-10,1010222,GULF COAST BASIN,0.0200000000,0.0000013000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,7.0000000000,,2016,"220 - FORT BEND, TX (157) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0.2776000000,No
2372.1099141000,915.4237329000,,1013021,"Petro-Hunt Dakota, L.L.C.",2.6477352000,0.0013854000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2022,"395 - BILLINGS, ND (7) - Oil",Associated Gas Venting and Flaring,Table M.1,,8378000.0000000000,8261.0000000000,No
2401000.0000000000,158.7536332000,,1009720,"SN Operating, LLC 220 Gulf Coast Basin (LA, TX)",0.7198841000,0.0002965000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2015,"220 - CAMERON, TX (61) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,,2401000.0000000000,1.0000000000,No
4454.8454378000,1521.3882320000,,1012449,"Blackbeard Operating, LLC - 430 Permian Basin",9.8471470000,0.0027225000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,114.0000000000,,2023,"430 - Crane, TX (103) - Other tight reservoir rock",Associated Gas Venting and Flaring,Table M.1,,869959109.5129231000,304741.6777680000,No
251.0000000000,1188.7000000000,,1009106,Slawson Exploration - Williston Basin 395,2.6152994000,0.0016997000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,5.0000000000,,2015,"395 - DUNN, ND (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,5884000.0000000000,74372.0000000000,No
1638.3916475000,52493.2757361000,,1012059,SHD Oil & Gas Williston (395) Basin,298.7869391000,0.0976364000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,15.0000000000,,2015,"395 - MC KENZIE, ND (53) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,524835.1800000000,No
