ch4_emissions,co2_emissions,facility_id,facility_name,n2o_emissions,reporting_year,quantity_of_fuel_combusted,unit_of_measure,fuel_combusted_type,combustion_unit_type
0.01,604.7,1013044,PetroBal Omega 1 L.L.C.,0.011,2017,11109,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,74,1014375,UGC 595 Piceance,0.001,2023,0.426708333,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.21,5150.8,1009785,LARAMIE ENERGY LLC - Piceance Basin (585),0.042,2022,67.46367969,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.05,25879.4,1014504,CrownQuest Operating - Basin 430,0.21,2017,338.9584116,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,324.3,1010837,Matador Production Company - Gulf Coast,0.003,2021,4.251763543,1000SCF,diesel,COMB_engine>1MMBTU/hr
21.3,18715.1,1009115,Ovintiv USA Inc. 355.Chautauqua Platform,0.035,2019,281200.394,1000SCF,field_process_gas,COMB_compressor-driver
0.01,290.7,1008957,"EXCO Resources, Inc. - Arkla Basin #230",0.001,2015,5340,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
1.6,1411.2,1010183,Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),0.003,2022,20963.14,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,2.32E+01,1007807,BADAMI DEVELOPMENT FACILITY,0.00E+00,2022,0.303789063,1000SCF,diesel,COMB_boiler>5MMBTU/hr
5.73,4547.5,1008558,360 Anadarko Basin - BP America Production Company,0.008,2019,71758.77,1000SCF,field_process_gas,COMB_compressor-driver
1.20E-01,6.33E+03,1008503,Coterra Energy 160A Appalachian (EOA),0.012,2020,116351,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.68,741.3,1013407,Birch Resources,0.001,2020,10095.91,1000SCF,field_process_gas,COMB_compressor-driver
0.44,10787.6,1013227,Basin 360 - SK Nemaha,0.088,2019,141.2920591,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.87,70786.9,1008523,"Chesapeake Appalachia LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",0.574,2021,927.1399306,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,8.9,1008959,"Compass Production Partners, LP - Permian Basin #430",0.00E+00,2018,0.116569444,1000SCF,diesel,COMB_engine>1MMBTU/hr
7.17,176679,1008471,CRI 395 Williston,1.43,2018,2314.07298,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.18,29408,1010325,Oasis Petroleum,0.235,2015,358.8294914,1000SCF,distillate_fueloil_other,COMB_engine>1MMBTU/hr
0.01,290.1,1008199,Grizzly Arkoma Basin,0.001,2016,5318.72,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
9.23,147688.9,1009434,Diamondback E&P LLC,1.845,2017,1934.372612,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,2654,1009802,Stone Energy 160A,0.00E+00,2016,39138,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
5.86,5082.7,1011839,"Encino Operating, L.L.C. - Anadarko Basin",0.009,2017,75035.99,1000SCF,field_process_gas,COMB_compressor-driver
2.01,49431.7,1008202,Denver Basin - AAPG Province 540,0.401,2023,647.4372086,1000SCF,diesel,COMB_engine>1MMBTU/hr
31.36,21111,1004628,MACPHERSON OIL COMPANY,0.034,2019,445167,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.16,3936.1,1008806,SandRidge 360 Anadarko Basin,0.032,2022,51.55417363,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,197.9,1009845,Anadarko Basin,0.002,2017,2.591699688,1000SCF,diesel,COMB_engine>1MMBTU/hr
36.33,20873,1008053,Own Resources Operating LLC,0.05,2017,403173,1000SCF,field_process_gas,COMB_compressor-driver
2.04,108127.8,1008052,DJR Operating - San Juan Basin Oil and Gas Production,0.2,2022,1986199.16,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.19,4649.7,1008242,"OLIPDP II, LLC - 220 - Gulf Coast Basin (LA, TX)",0.038,2017,60.90058335,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.95,48049.1,1009301,Seneca East Facilities,0.39,2019,629.3290745,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.43,22634.3,1009281,395 Williston Basin QEP Energy Company,0.043,2020,415769,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.05,2890.3,1008275,XTO Energy Inc 395 Williston,0.005,2016,53091.45,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.24,5875.8,1008289,420 Fort Worth Syncline BKV - Production,0.048,2019,76.95909378,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.31E+01,3.48E+04,1008396,"EOG Resources, Inc. 515 Powder River basin",0.062,2022,468949.11,1000SCF,field_process_gas,COMB_compressor-driver
26.39,32596.4,1012780,Permian Basin Oil and Gas Production Facilities,0.05,2019,408441.8238,1000SCF,field_process_gas,COMB_compressor-driver
0.03,1457.4,1009956,"Elk Operating Services, LLC 585 Paradox Basin",0.003,2018,25319,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.66,844.5,1012059,SHD Oil & Gas Williston (395) Basin,0.002,2023,10738.03,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,0.00E+00,1008490,Hess Corporation - 395 - Williston Basin,0.00E+00,2019,0,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.36,525.4,1014371,"Kraken Operating, LLC",0.001,2023,6321,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.2,4842.5,1008306,Riviera Resources 360 Anadarko Basin Production Segment,0.04,2019,63.57940801,1000SCF,diesel,COMB_engine>1MMBTU/hr
5.56,31365.8,1013080,Rockcliff Energy 260 East Texas Basin,0.06,2020,573181.8353,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,1.1,1011978,Morningstar Operating LLC  SAN JUAN BASIN 580,0.00E+00,2015,0.013769097,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.17,1194.6,1014401,Murchison Oil and Gas LLC - Permian,0.001,2021,9037,1000SCF,field_process_gas,COMB_compressor-driver
0.26,13701.5,1009125,PureWest/Green River Basin,0.026,2023,251682.471,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
8.00E-02,4.27E+03,1009308,EQT Production - Basin 160 - Appalachian,0.008,2016,78358.15,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.02,855.7,1011862,"Rice Drilling D, LLC - Basin 160A",0.002,2019,14540,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
65.92,65852.4,1013222,"Noble Energy, Inc. - Permian Basin 430",0.111,2021,923812.8897,1000SCF,field_process_gas,COMB_compressor-driver
34.18,19976,1009169,345 Arkoma Basin - BP America Production Company,0.04,2017,373576,1000SCF,field_process_gas,COMB_compressor-driver
2.26E+02,222855.6,1008351,"EOG Resources, Inc. 430 Permian basin",0.387,2017,3133255.362,1000SCF,field_process_gas,COMB_compressor-driver
0.49,538.4,1008548,BOC 220 Gulf Coast Basin Onshore,0.001,2018,6300,1000SCF,natural_gas_PQ,COMB_compressor-driver
1.00E-02,477,1008199,Grizzly Arkoma Basin,0.001,2019,8813.77,1000SCF,natural_gas_PQ,COMB_compressor-driver
9.3,10448.8,1011662,Slant Operating LLC,0.017,2018,137845.6807,1000SCF,field_process_gas,COMB_compressor-driver
4.08E+00,104996,1008202,Denver Basin - AAPG Province 540,0.85,2018,1375.190551,1000SCF,diesel,COMB_engine>1MMBTU/hr
15.87,14316.5,1008411,JMA Energy 360,0.026,2021,210316.8421,1000SCF,field_process_gas,COMB_compressor-driver
2.14E+02,92484.9,1008275,XTO Energy Inc 395 Williston,0.164,2022,1171280.788,1000SCF,field_process_gas,COMB_compressor-driver
1.13,27813.9,1011308,Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,0.226,2015,360.5104605,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.77,8197.5,1011873,"Lime Rock Resources III-A, Williston Basin",0.011,2015,85363.97,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,223.1,1009890,"Comstock Oil & Gas-LA, LLC",0.00E+00,2021,4098.25,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,29.8,1009391,Apache Corporation - Permian Basin 430,0.00E+00,2015,546.53,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
43.63,28641.3,1014241,DGOC 230 Production,0.053,2021,534080.3678,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,19.5,1012952,SEP Palo Duro Basin 435 Production,0.00E+00,2020,0.255970191,1000SCF,diesel,COMB_engine>1MMBTU/hr
17.9,12870.8,1009135,Kaiser-Francis Oil Company 360 Anadarko Basin,0.026,2020,210952.8619,1000SCF,field_process_gas,COMB_compressor-driver
1.40E-01,1.20E+02,1008783,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,0.00E+00,2017,1825,1000SCF,field_process_gas,COMB_compressor-driver
8.10E-01,7.10E+02,1013845,Mewbourne Oil Company - Permian Basin 430,0.001,2018,10950,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,2.33E+02,1008506,Mid-Gulf Coast Basin Code 210,0.00E+00,2018,3.054600695,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.00E-02,3.54E+02,1008199,Grizzly Arkoma Basin,0.001,2017,6537.66,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,1.04E+02,1009694,"Enervest Operating, L.L.C. 580 San Juan Basin",0.001,2018,1.367552084,1000SCF,diesel,COMB_engine>1MMBTU/hr
8.30E+00,5219.1,1008341,Samson Resources 230 Arkla Basin,0.00E+00,2015,93257.5,1000SCF,field_process_gas,COMB_compressor-driver
3.13,77132.3,1010183,Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),0.626,2022,1010.249143,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.62,1033.5,1007483,Contango Resources' Wind River (530),0.002,2020,18323.71,1000SCF,field_process_gas,COMB_compressor-driver
4.83,118963.7,1012509,Aethon Energy Operating-230-Arkla Basin,0.965,2022,1558.140719,1000SCF,diesel,COMB_engine>1MMBTU/hr
4.23,3133.8,1008348,Trendwell Energy Corporation,0.004,2021,59757,1000SCF,field_process_gas,COMB_compressor-driver
1.48E+00,1534.8,1008202,Denver Basin - AAPG Province 540,0.003,2022,21295.56,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
6.43,4068.1,1005963,Red Willow Production Co.,0.009,2018,75080.5,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.08,3989.2,1012893,BlueCrest Alaska - 820 Cook Inlet Basin,0.008,2021,70819.63,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.01,6.1,1010397,Riviera Resources 535 Green River Basin Production Segment,0.00E+00,2018,95.64,1000SCF,field_process_gas,COMB_compressor-driver
0.52,27807.5,1009691,430 Permian Basin QEP Energy Company,0.052,2017,510796,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
1.06E+00,885.1,1008590,Dominion Energy Wexpro - Green River Basin (Prod),0.002,2020,13347,1000SCF,field_process_gas,COMB_compressor-driver
3.88,2646.6,1009082,XTO Energy Inc 230 Arkla,0.005,2017,46505.39,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,0.00E+00,1011420,Riviera Resources 575 Uinta Basin Production Segment,0.00E+00,2016,0,1000SCF,field_process_gas,COMB_compressor-driver
0.02,465.9,1009185,"Fundare Resources Operating Company, LLC",0.004,2019,6.10267778,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.16,3551.9,1009511,"Alta Mesa Services, LP",0.011,2015,86338.56,1000SCF,field_process_gas,COMB_compressor-driver
3.56,87671.1,1009890,"Comstock Oil & Gas-LA, LLC",0.711,2023,1148.282552,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.55,38224.5,1009588,Lewis Energy Group,0.31,2020,500.6493681,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.46,11394.5,1008275,XTO Energy Inc 395 Williston,0.092,2016,149.2403573,1000SCF,diesel,COMB_engine>1MMBTU/hr
8.55,210794.1,1007485,"ConocoPhillips Gulf Coast Basin 220, Production",1.71,2021,2760.899542,1000SCF,diesel,COMB_engine>1MMBTU/hr
17.51,19563.4,1008794,Great Western Oil & Gas Company - D-J Basin,0.032,2018,258060.3886,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
19.38,18134,1013377,Lime Rock Resources Pecos Valley,0.032,2019,257806.11,1000SCF,field_process_gas,COMB_compressor-driver
0.11,2748.7,1008172,"Hilcorp North Slope, 890 - Arctic Slope Basin",0.023,2022,36.08943213,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.50E-01,8070.8,1009783,"White Oak Energy 220 Gulf Coast Basin (LA, TX)",0.015,2022,121525.1,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,6.9,1011689,"Goodrich Petroleum Company, Basin 210 (Mid-Gulf Coast Basin)",0.00E+00,2020,0.090234375,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,370.5,1008608,"Evergreen Natural Resources, LLC. Las Vegas-Raton",0.001,2019,6806.04,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
2.12E+01,20606.1,1013736,APR - Basin 430 - Production,0.035,2023,285571.897,1000SCF,field_process_gas,COMB_compressor-driver
5.78,6948.3,1013289,BPH PowderRiverBasinWY,0.012,2023,86966.67,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.15,7996.5,1012612,Hilcorp Energy Company - Wind River Basin (530),0.015,2021,146887.5415,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.26,6452.4,1012449,"Blackbeard Operating, LLC - 430 Permian Basin",0.052,2023,84.51124308,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,0.00E+00,1011421,Riviera Resources 220 Gulf Coast Basin Production Segment,0.00E+00,2016,0,1000SCF,gasoline,COMB_compressor-driver
17.5,24123.2,1004905,Pacific Coast Energy Company LP,0.036,2020,319899.85,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.00E+00,763,1009802,Stone Energy 160A,0.00E+00,2016,11692,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.81,527.3,1011975,Legacy Reserves Basin 260 Production,0.001,2021,9307.5,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,45.5,1008114,"EOG Resources, Inc. 415 Strawn basin",0.00E+00,2015,0.596482639,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.11,95.6,1008783,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,0.00E+00,2017,1460,1000SCF,field_process_gas,COMB_compressor-driver
2.74,67428.8,1008270,Basin 540 Denver Julesburg - Noble Energy Inc.,0.547,2018,883.1567263,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.08,2041.3,1008788,"Texland Petroleum, LP, 430 - Permian Basin",0.017,2017,26.73611112,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.74,91719.7,1010588,Permian Operations - Shell Exploration & Production Company,0.748,2018,1201.309752,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,657,1011318,Peak Powder River Resources,0.001,2018,12069,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.00E+00,88.9,1013044,PetroBal Omega 1 L.L.C.,0.002,2017,1482,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,6.6,1008882,Pennsylvania General Energy Company LLC,0.00E+00,2017,0.086090278,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.9,22248.7,1013606,Tall City Operations III LLC,0.18,2021,291.4044682,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.22E+00,30111.7,1008980,"EOG Resources, Inc. 395 Williston basin",0.244,2019,394.3913483,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.04,1064.6,1012040,"Tanos Exploration II, LLC - Basin 260",0.01,2020,13.94328299,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,5.1,1008355,"TEP Rocky Mountain, LLC - 595 Piceance basin",0.00E+00,2015,0.078203125,1000SCF,gasoline,COMB_engine>1MMBTU/hr
1.46,77623.8,1002978,Arroyo Grande Production Facility,0.146,2019,1396620.5,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.06,51.9,1008702,COTERRA ENERGY - 360 - ANADARKO BASIN,0.00E+00,2023,794,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
47.22,35686,1011803,Apache Corporation + 430 + Permian Basin,0.072,2018,586436.1087,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.14,7376.5,1012612,Hilcorp Energy Company - Wind River Basin (530),0.014,2019,135498.1083,1000SCF,natural_gas_PQ,COMB_compressor-driver
1.52E+00,870.4,1009511,"Alta Mesa Services, LP",0.003,2016,21013.89,1000SCF,field_process_gas,COMB_compressor-driver
5.1,125668.8,1008293,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1.03,2018,1645.976404,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,813.3,1011782,"Hilcorp Alaska, LLC 890 Arctic Slope Basin",0.002,2016,13942,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
8.00E-01,20706.2,1009335,Presidio Petroleum 360 Anadarko Basin,0.2,2015,271.2018739,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.09,2208.7,1014129,RPOC - Basin 430 - Permian Basin,0.018,2020,28.92873959,1000SCF,diesel,COMB_engine>1MMBTU/hr
4.21,1067.7,1010084,Rosetta Resources 220 Gulf Coast Basin,0.002,2018,14699.28,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
1.80E+00,4.45E+04,1013331,360 Anadarko Camino Production,0.361,2023,582.6845332,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,248.6,1009197,Whiting Oil and Gas Corporation 395 Williston Basin,0.012,2018,5.852641669,1000SCF,LPG,COMB_engine>1MMBTU/hr
0.00E+00,89.1,1014730,Ameredev II 430 Permian Basin,0.001,2022,1.16703125,1000SCF,diesel,COMB_engine>1MMBTU/hr
4.15,220442.1,1011782,"Hilcorp Alaska, LLC 890 Arctic Slope Basin",0.415,2020,4049299.581,1000SCF,natural_gas_PQ,COMB_compressor-driver
5.08,2897,1009666,"Enervest Operating, L.L.C. 415 Strawn Basin",0.005,2015,55096.9,1000SCF,field_process_gas,COMB_compressor-driver
6.28,332995,1008163,Berry Petroleum Company - San Joaquin Basin 745,0.628,2021,6116783,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
1.40E-01,7630.6,1008308,"Shadow Wolf Energy, LLC. - Los Angeles Basin 760",0.014,2022,138300.5,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
2,105898.6,1008526,"Chesapeake Operating LLC, 220 - Gulf Coast Basin",0.2,2020,1945251.27,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.79,42022.2,1014426,"Loan Asset Issuer LLC, Series 2021 NG-1",0.079,2022,771906.42,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,0.00E+00,1009388,XTO Energy Inc 420 Fort Worth Syncline,0.00E+00,2020,0,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.68,16823.7,1008616,XTO Energy Inc 350 South Oklahoma Folded Belt,0.136,2018,220.3498467,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.42,10352,1013993,Hibernia Resources III LLC,0.084,2021,135.5867521,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.89,22053.5,1011854,"Unbridled Resources, LLC- Basin 360",0.179,2016,288.84879,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.08,4354,1012068,Matador Production Company - Permian Basin,0.008,2021,79979,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
1.00E-02,5.06E+02,1012014,White Knight 420 Fort Worth Syncline,0.001,2019,7698.52,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.12,82.4,1010157,ROCKIES BUSINESS UNIT-BASIN 535,0.00E+00,2023,1409.99,1000SCF,field_process_gas,COMB_compressor-driver
6.46,3707.3,1009511,"Alta Mesa Services, LP",0.011,2016,89503.62,1000SCF,field_process_gas,COMB_compressor-driver
8.78,6762.4,1007475,ConocoPhillips Anadarko (360),0.014,2018,109388.9453,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1010397,Riviera Resources 535 Green River Basin Production Segment,0.00E+00,2016,0,1000SCF,gasoline,COMB_boiler>5MMBTU/hr
1.00E+00,8536,1009584,Sabine Oil & Gas Corporation - 260 - East Texas Basin,0.00E+00,2015,112.4181285,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.37,365.8,1008293,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),0.001,2021,5119.43,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.79,41653.7,1000355,(540) Civitas Resources - Denver Basin,0.08,2023,765714.0797,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
1.82,44754.6,1013038,Marathon Oil Permian (AAPG Basin Number 430),0.36,2021,586.1841564,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,4.4,1008170,Dominion Energy Wexpro - Central Western Overthrust (Prod),0.00E+00,2020,0.058151042,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.25,225.8,1010718,Antero Resources - 160 - Appalachian Basin (Utica),0.00E+00,2022,3259.43,1000SCF,field_process_gas,COMB_compressor-driver
0.03,1432.3,1014873,CapturePoint LLC - 355 Chautauqua Platform,0.00E+00,2023,26310,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
1.42E+00,2506.8,1010621,TGNR Gulf Coast LLC and TGNR East Texas LLC,0.002,2015,16291.52,1000SCF,field_process_gas,COMB_compressor-driver
0.61,444.8,1008411,JMA Energy 360,0.001,2022,7528.3,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,7.30E+01,1010372,BATTALION OIL CORP,0.001,2019,0.955815973,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,48,1010325,Oasis Petroleum,0.00E+00,2015,1.144840278,1000SCF,propane,COMB_engine>1MMBTU/hr
0.00E+00,0.00E+00,1011652,"Urban 220 Gulf Coast Basin (LA, TX)",0.00E+00,2022,0,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.47,11495.4,1012537,Northeast Natural Energy LLC,0.093,2020,150.5628056,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.09,51532.7,1009281,395 Williston Basin QEP Energy Company,0.418,2015,674.9549968,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.54,300.3,1012569,515 Powder River Basin,0.001,2021,8866.4,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.01,788.3,1009890,"Comstock Oil & Gas-LA, LLC",0.001,2021,14480.47,1000SCF,natural_gas_PQ,COMB_compressor-driver
11.04,11537,1009286,PDC Energy 540 Denver Basin,0.019,2016,157380.5,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
2.21E+00,5.44E+04,1009238,220 Gulf Coast Basin DEC,0.441,2019,712.3719169,1000SCF,diesel,COMB_engine>1MMBTU/hr
20.29,24433.1,1009240,Chevron MCA 430 Permian Basin,0.038,2015,309879,1000SCF,field_process_gas,COMB_compressor-driver
1.14E+01,6892.5,1008363,Riviera Resources 305 Michigan Basin Production Segment,0.018,2017,144470.94,1000SCF,field_process_gas,COMB_compressor-driver
55.8,30726.5,1012437,"MMGL TXPH, LLC - 360 - Anadarko Basin",0.085,2019,689680,1000SCF,field_process_gas,COMB_compressor-driver
4.7,903.1,1008208,Ovintiv USA Inc - Wind River Basin,0.002,2015,13518.9,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.01,488.2,1013222,"Noble Energy, Inc. - Permian Basin 430",0.001,2020,8967,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
8.37,6165.1,1008348,Trendwell Energy Corporation,0.009,2022,117611.936,1000SCF,field_process_gas,COMB_compressor-driver
1.82E+01,1.83E+04,1011761,"Extraction Oil & Gas, Inc.",0.033,2019,254780.7741,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.12,2980.7,1010318,"Mission Creek OpCo, LLC - Arkla Basin",0.024,2015,39.03993578,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.68,35861.1,1009350,Javelin Energy Partners Managment Uinta Basin,0.068,2023,658733.1635,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.15,8049.3,1014333,Snyder Brothers Inc.,0.015,2022,147857.104,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.1,5519.5,1008702,COTERRA ENERGY - 360 - ANADARKO BASIN,0.00E+00,2015,101387.8,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.1,3990.9,1008753,Foundation Energy Management 345 Arkoma Basin,0.007,2021,73308.82,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.9,1008190,West Bay,0.00E+00,2017,10.63,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.05,1285.1,1008163,Berry Petroleum Company - San Joaquin Basin 745,0.01,2020,16.83185778,1000SCF,diesel,COMB_engine>1MMBTU/hr
