facility_id,facility_name,industry_segment,reporting_year,small_ext_heat,small_in_theat,table_desc,table_num,total_number_of_units
1012720,"Superior Pipeline Texas, LLC - Basin 360 - Anadarko Basin - GB",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,4.0000000000
1000054,City of Tallahassee Natural Gas Utility,Natural gas distribution [98.230(a)(8)],2018,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012236,Williams G&B Facility  Appalachian Basin (Eastern Overthrust Area) 160A,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,35.0000000000
1004054,Elizabethtown Gas,Natural gas distribution [98.230(a)(8)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,21.0000000000
1012530,XTO Energy Inc 230 Arkla  GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2017,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012623,EP Energy E&P 430 Permian Basin GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,61.0000000000
1013675,Enterprise Products Operating LLC 595 Piceance Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1013104,"JKLM Energy, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,19.0000000000
1012811,"EnLink North Texas Gathering, LP G&B 420 - Fort Worth Syncline",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,6.0000000000
1012198,Gulf Coast Basin Gathering & Boosting - AAPG Province 220,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,27.0000000000
1007361,Columbia Gas of Kentucky,Natural gas distribution [98.230(a)(8)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,132.0000000000
1007020,Murray Natural Gas,Natural gas distribution [98.230(a)(8)],2022,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013407,Birch Resources,Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,156.0000000000
1013848,Javelin Energy Partners Managment Uinta Basin GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,62.0000000000
1001738,Duke Energy Kentucky Gas Operation,Natural gas distribution [98.230(a)(8)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1.0000000000
1012584,Appalachian Basin (Eastern Overthrust Area) Gathering and Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,23.0000000000
1012964,StarTex Gulf Coast Basin #220,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,12.0000000000
1012736,"E2 Ohio Compression, LLC G&B-160A-Appalachian Basin EOA",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2017,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1010588,Permian Operations - Shell Exploration & Production Company,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,219.0000000000
1013044,PetroBal Omega 1 L.L.C.,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,27.0000000000
1003642,New York State Electric and Gas,Natural gas distribution [98.230(a)(8)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,11.0000000000
1012201,Kinder Morgan Altamont LLC 575 Uinta Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,768.0000000000
1008882,Pennsylvania General Energy Company LLC,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,136.0000000000
1008509,Rex Energy Corporation Appalachian Basin (160) Operations,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,21.0000000000
1009691,430 Permian Basin QEP Energy Company,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3.0000000000
1012329,Powder River Basin - G&B - AAPG Province 515,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,8.0000000000
1009588,Lewis Energy Group,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,65.0000000000
1009907,"Comstock Oil & Gas, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,6.0000000000
1011100,"Cross Timbers Energy, LLC - San Juan Basin 580",Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,290.0000000000
1010197,"Moon Hines Tigrett Operating Company, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,11.0000000000
1012560,XTO Energy Inc 160A Appalachian E Overthrust  GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008173,Marathon Oil Company - Williston Basin (AAPG Basin 395),Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1103.0000000000
1011191,CRI 350 SOK Folded Belt,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,202.0000000000
1011803,Apache Corporation + 430 + Permian Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,18.0000000000
1012755,Denbury Onshore LLC 210 Mid-Gulf Coast Gathering,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,30.0000000000
1010181,Ursa Resources Group II - 595 - Piceance Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,440.0000000000
1009686,Nadel and Gussman Ruston Arkla Basin No. 230,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,23.0000000000
1000355,(540) Civitas Resources - Denver Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2019,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,87.0000000000
1011690,Permian Resources Corporation,Onshore petroleum and natural gas production [98.230(a)(2)],2016,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1009845,Anadarko Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,317.0000000000
1009082,XTO Energy Inc 230 Arkla,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,245.0000000000
1004090,CenterPoint Energy Arkla (Texas),Natural gas distribution [98.230(a)(8)],2020,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012953,SEP Anadarko Basin 360 Gathering,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,26.0000000000
1012753,"E2 Appalachian Compression, LLC G&B-160-Appalachian Basin",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,41.0000000000
1004154,"City of Union, South Carolina",Natural gas distribution [98.230(a)(8)],2022,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013085,"SN EF Maverick, LLC 220 Gulf Coast Basin GB",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,215.0000000000
1012814,TOMPC Chautauqua #355-G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,27.0000000000
1012060,White Rock Oil & Gas LLC - 230 ArkLa,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,14.0000000000
1009253,"WPX Energy Williston, LLC - 395 Williston basin",Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,496.0000000000
1002602,KEYSPAN GAS EAST CORPORATION,Natural gas distribution [98.230(a)(8)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,20.0000000000
1013601,Blackbeard Operating - 345 - Arkoma Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,34.0000000000
1011244,Denbury Onshore LLC 515 Powder River,Onshore petroleum and natural gas production [98.230(a)(2)],2018,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008275,XTO Energy Inc 395 Williston,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,773.0000000000
