facility_id,facility_name,industry_segment,reporting_year,small_ext_heat,small_in_theat,table_desc,table_num,total_number_of_units
1010320,BASIN 305 PRODUCTION,Onshore petroleum and natural gas production [98.230(a)(2)],2016,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1009595,Enerplus Resources (USA) Corporation - Williston Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,752.0000000000
1008622,535 Green River Basin - BP America Production Company,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2238.0000000000
1007828,Elk River Public Utility District,Natural gas distribution [98.230(a)(8)],2015,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012412,Black Bear Gathering and Boosting  Arkla Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1010325,Oasis Petroleum,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2736.0000000000
1014664,CALYX ENERGY III - 345 ARKOMA BASIN,Onshore petroleum and natural gas production [98.230(a)(2)],2022,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013124,Enervest Operating L.L.C. 415 Strawn Basin G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,12.0000000000
1007476,Lime Rock Resources Fort Worth Syncline (420),Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,11.0000000000
1008053,Own Resources Operating LLC,Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,350.0000000000
1007326,Colonial Gas Company,Natural gas distribution [98.230(a)(8)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,48.0000000000
1014317,DGOC 415 Strawn B&G,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008524,"Chesapeake Exploration LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,874.0000000000
1002602,KEYSPAN GAS EAST CORPORATION,Natural gas distribution [98.230(a)(8)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,22.0000000000
1001626,New Mexico Gas Company,Natural gas distribution [98.230(a)(8)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,26.0000000000
1010205,Flywheel Energy Production - Arkoma,Onshore petroleum and natural gas production [98.230(a)(2)],2019,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1011894,"SRC Energy, Inc.",Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,798.0000000000
1009185,"Fundare Resources Operating Company, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,293.0000000000
1013748,Denbury Onshore LLC 530 Wind River GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,15.0000000000
1002481,Boston Gas Company,Natural gas distribution [98.230(a)(8)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,129.0000000000
1008383,Marathon Oil So. Oklahoma Folded Belt (AAPG 350),Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,64.0000000000
1012706,Hilcorp Energy Company - Green River Basin (535),Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,816.0000000000
1005572,"Entergy Louisiana, LLC Gas Business",Natural gas distribution [98.230(a)(8)],2021,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1006398,NIPSCO GAS,Natural gas distribution [98.230(a)(8)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,321.0000000000
1008471,CRI 395 Williston,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1665.0000000000
1012782,Covey Park Resources,Onshore petroleum and natural gas production [98.230(a)(2)],2017,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1009192,Whiting Oil and Gas Corporation 430 Permian Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008498,City of Chanute - Utility Complex,Natural gas distribution [98.230(a)(8)],2016,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1003642,New York State Electric and Gas,Natural gas distribution [98.230(a)(8)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,11.0000000000
1008700,COTERRA ENERGY - 430 - PERMIAN BASIN,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,602.0000000000
1012607,Colt - Bend Arch Basin 425,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1008290,430 Permian Basin DEC,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1904.0000000000
1012336,NFG Midstream Clermont Gathering System,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,33.0000000000
1013095,"Caerus Energy Services, LLC",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,8.0000000000
1013691,Ensight IV Energy Management,Onshore petroleum and natural gas production [98.230(a)(2)],2020,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013801,"Equitrans, LP - Equitrans Gathering",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,6.0000000000
1004086,CenterPoint Energy Minnesota Gas,Natural gas distribution [98.230(a)(8)],2015,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1002482,THE BROOKLYN UNION GAS COMPANY,Natural gas distribution [98.230(a)(8)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,24.0000000000
1012024,Tapstone 360 Anadarko,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,410.0000000000
1012721,Rosetta Resources 220 Gulf Coast Basin Gathering and Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,22.0000000000
1010621,TGNR East Texas Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,186.0000000000
1011804,CalNRG- Lynch Canyon Field,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3.0000000000
1008472,CRI 360 Anadarko,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,225.0000000000
1013748,Denbury Onshore LLC 530 Wind River GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,17.0000000000
1012378,SPR San Joaquin Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,22.0000000000
1012582,REM 305 Michigan Basin - GATHERING & BOOSTING,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,67.0000000000
1008471,CRI 395 Williston,Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,4337.0000000000
1008116,XTO Energy Inc 160A Appalachian E Overthrust,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,313.0000000000
1007572,Chattanoga Gas Company,Natural gas distribution [98.230(a)(8)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,7.0000000000
1013355,MIDPOINT BUSINESS UNIT - BASIN 360,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,17.0000000000
1009545,Jones Energy 345 Arkoma Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,15.0000000000
1013937,DKL - 430 - Permian Basin Gathering and Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,4.0000000000
1011304,CS1,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1014349,Forge Energy II,Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,49.0000000000
1012984,"Southern Energy Operating, LLC MidGulf Coast Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,59.0000000000
1012377,Grizzly Piceance Basin G&B (595),Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,19.0000000000
1011100,"Cross Timbers Energy, LLC - San Juan Basin 580",Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,348.0000000000
1011688,Equinor USA Onshore Properties - APB Basin 160A,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1.0000000000
1001277,NSTAR Gas Company,Natural gas distribution [98.230(a)(8)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,33.0000000000
1013217,NFG Midstream Covington Gathering System,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,20.0000000000
1008697,BCE-Mach III 350 (Madill),Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,99.0000000000
1012364,"SemGas, LP 360 Anadarko Basin",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,22.0000000000
1011223,Petro Harvester Operating Company LLC - Gulf Coast Basin (Basin 220),Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,209.0000000000
1001388,Atmos Energy Corporation - Kansas,Natural gas distribution [98.230(a)(8)],2017,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1009584,Sabine Oil & Gas Corporation - 260 - East Texas Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,7.0000000000
1008349,DJ Resources Inc - DJ Basin (AAPG Basin Number 540),Onshore petroleum and natural gas production [98.230(a)(2)],2015,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1002424,MidAmerican Energy Local Gas Distribution Company,Natural gas distribution [98.230(a)(8)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,93.0000000000
1012596,XTO Energy Inc 220 Gulf Coast  GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,37.0000000000
1007107,Yankee Gas Supply,Natural gas distribution [98.230(a)(8)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,84.0000000000
1008639,Citation Oil & Gas Corp. 430 Permian Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2021,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012143,San Joaquin Basin Gathering & Boosting - Chevron USA Inc.,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,346.0000000000
1004063,City of Charlottesville,Natural gas distribution [98.230(a)(8)],2021,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012718,Denbury Onshore LLC 220 Gulf Coast Gathering,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,29.0000000000
1008977,"EOG Resources, Inc. 420 Fort Worth syncline",Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,741.0000000000
1009859,Blackbeard Operating - 220 - Gulf Coast Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2018,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,18.0000000000
1008616,XTO Energy Inc 350 South Oklahoma Folded Belt,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,62.0000000000
1012387,Energy Transfer 355 - Chautaugua Platform,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,6.0000000000
1008331,Ovintiv USA Inc - Permian Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,322.0000000000
1012457,"WTG Gas Processing, LLC 430 Permian Basin GB",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,39.0000000000
1013367,RimRock Oil & Gas,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,187.0000000000
1013021,"Petro-Hunt Dakota, L.L.C.",Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,216.0000000000
1012790,Hess Williston Basin Gathering & Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,31.0000000000
1012365,WPX Energy Permian LLC Boosting and Gathering,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,15.0000000000
1013135,"Eclipse Resources 1, LP - 160A Basin Production",Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,58.0000000000
1013144,IACX Roswell,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,7.0000000000
1008499,745 San Joaquin Basin Chevron USA Inc.,Onshore petroleum and natural gas production [98.230(a)(2)],2020,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,322.0000000000
1012486,Dominion Energy Wexpro - Green River Basin (Gath),Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1004180,Virginia Natural Gas,Natural gas distribution [98.230(a)(8)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,14.0000000000
1002544,Spire Missouri East,Natural gas distribution [98.230(a)(8)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1013671,"Inpex 220 Gulf Coast Basin (LA, TX)",Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,26.0000000000
1012194,Jackalope GGS  Powder River Basin 515,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,12.0000000000
1013203,"Williams - G&B Facility - Denver Basin 540 (Tulsa, OK)",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,8.0000000000
1003050,Avista Corporation-WA,Natural gas distribution [98.230(a)(8)],2017,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013717,Rock Creek Pipeline System,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012395,Energy Transfer 160A - Appalachian Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,40.0000000000
1009276,415 Strawn Basin BKV - Production,Onshore petroleum and natural gas production [98.230(a)(2)],2018,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,51.0000000000
1012524,Enterprise Products Operating LLC 535 Green River Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,7.0000000000
1012559,XTO Energy Inc 345 Arkoma  GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012157,"ConocoPhillips Gulf Coast Basin 220, Gathering and Boosting",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,267.0000000000
1012298,"Evergreen Natural Resources, LLC. Las Vegas-Raton",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,13.0000000000
1008163,Berry Petroleum Company - San Joaquin Basin 745,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,6.0000000000
1004049,CenterPoint Energy Entex (Mississippi),Natural gas distribution [98.230(a)(8)],2016,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1009811,ARKLATX BUSINESS UNIT-BASIN 260 (East TX Only),Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,13.0000000000
1008526,"Chesapeake Operating LLC, 220 - Gulf Coast Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1819.0000000000
1005481,LIBERTY UTILITIES - MASSACHUSETTS,Natural gas distribution [98.230(a)(8)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,5.0000000000
1002978,Arroyo Grande Production Facility,Onshore petroleum and natural gas production [98.230(a)(2)],2018,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012712,Basin 430 G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012236,Williams G&B Facility  Appalachian Basin (Eastern Overthrust Area) 160A,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,194.0000000000
1012310,San Juan Basin Gathering and Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,33.0000000000
1009286,PDC Energy 540 Denver Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1538.0000000000
1012177,Thunder Creek Gathering and Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,18.0000000000
1012059,SHD Oil & Gas Williston (395) Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,11.0000000000
1000388,Middleborough Gas & Electric Department,Natural gas distribution [98.230(a)(8)],2021,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3.0000000000
1014624,Black Swan Oil & Gas - Basin 430,Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,96.0000000000
1006381,FLORIDA PUBLIC UTILITIES,Natural gas distribution [98.230(a)(8)],2017,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008608,"Evergreen Natural Resources, LLC. Las Vegas-Raton",Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,655.0000000000
1011673,Holmes Western Oil Corporation,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,15.0000000000
1013261,Javelin Energy Partners Management Strawn Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,20.0000000000
1011297,Saga Petroleum 200 Warrior Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,17.0000000000
1009862,"Amplify Energy Operating LLC 220 Gulf Coast Basin (LA, TX)",Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,18.0000000000
1012712,Basin 430 G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,47.0000000000
1008111,ConocoPhillips Alaska Inc - KRU-ALP Fields,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,351.0000000000
1008402,California Resources Production Corporation  San Joaquin Valley Basin 745,Onshore petroleum and natural gas production [98.230(a)(2)],2019,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,166.0000000000
1014129,RPOC - Basin 430 - Permian Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2017,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
